Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
1224,1616.0,1616.0,9362,1.0,4.0,4.0,9.0,Champions
1229,1134.0,1134.0,5591,2.0,3.0,4.0,9.0,Champions
1232,,,8409,,,4.0,4.0,At Risk
1234,398.0,398.0,6531,4.0,1.0,4.0,9.0,Champions
1240,,,1743,,,1.0,1.0,Hibernating
1244,,,3588,,,2.0,2.0,Hibernating
1249,,,4177,,,3.0,3.0,At Risk
1258,1103.0,1103.0,4493,2.0,3.0,3.0,8.0,Loyal
1259,,,8071,,,4.0,4.0,At Risk
1260,980.0,980.0,4471,3.0,2.0,3.0,8.0,Loyal
1261,1258.0,1258.0,3977,2.0,3.0,3.0,8.0,Loyal
1263,,,3515,,,2.0,2.0,Hibernating
1265,,,4206,,,3.0,3.0,At Risk
1266,857.0,857.0,3797,3.0,2.0,3.0,8.0,Loyal
1270,,,7184,,,4.0,4.0,At Risk
1275,,,1041,,,1.0,1.0,Hibernating
1278,763.0,763.0,4532,3.0,2.0,3.0,8.0,Loyal
1279,,,3578,,,2.0,2.0,Hibernating
1286,,,1784,,,1.0,1.0,Hibernating
1288,1554.0,1554.0,2924,2.0,3.0,2.0,7.0,Loyal
1297,,,3385,,,2.0,2.0,Hibernating
1300,396.0,396.0,4472,4.0,1.0,3.0,8.0,Loyal
1301,,,3962,,,3.0,3.0,At Risk
1305,1065.0,1065.0,6594,2.0,3.0,4.0,9.0,Champions
1308,1533.0,1533.0,3156,2.0,3.0,2.0,7.0,Loyal
1320,,,3592,,,2.0,2.0,Hibernating
1324,,,4806,,,4.0,4.0,At Risk
1327,468.0,468.0,1750,4.0,1.0,1.0,6.0,Potential Loyalist
1329,,,3568,,,2.0,2.0,Hibernating
1330,,,4096,,,3.0,3.0,At Risk
1332,765.0,765.0,4253,3.0,2.0,3.0,8.0,Loyal
1342,278.0,278.0,4273,4.0,1.0,3.0,8.0,Loyal
1350,,,2359,,,2.0,2.0,Hibernating
1354,,,1601,,,1.0,1.0,Hibernating
1355,673.0,673.0,3871,3.0,2.0,3.0,8.0,Loyal
1358,,,1365,,,1.0,1.0,Hibernating
1362,,,4474,,,3.0,3.0,At Risk
1368,1438.0,1438.0,3894,2.0,3.0,3.0,8.0,Loyal
1371,,,4431,,,3.0,3.0,At Risk
1374,,,3360,,,2.0,2.0,Hibernating
1375,,,1218,,,1.0,1.0,Hibernating
1377,,,1251,,,1.0,1.0,Hibernating
1378,,,4377,,,3.0,3.0,At Risk
1386,1709.0,1709.0,4750,1.0,4.0,4.0,9.0,Champions
1387,,,4349,,,3.0,3.0,At Risk
1391,,,4603,,,3.0,3.0,At Risk
1394,,,4557,,,3.0,3.0,At Risk
1398,860.0,860.0,4201,3.0,2.0,3.0,8.0,Loyal
1406,620.0,620.0,3905,3.0,2.0,3.0,8.0,Loyal
1410,1471.0,1471.0,3928,2.0,3.0,3.0,8.0,Loyal
1411,1533.0,1533.0,2173,2.0,3.0,1.0,6.0,Potential Loyalist
1413,,,4533,,,3.0,3.0,At Risk
1416,2020.0,2020.0,4390,1.0,4.0,3.0,8.0,Loyal
1421,,,1752,,,1.0,1.0,Hibernating
1427,248.0,248.0,4528,4.0,1.0,3.0,8.0,Loyal
1428,,,1204,,,1.0,1.0,Hibernating
1430,736.0,736.0,2729,3.0,2.0,2.0,7.0,Loyal
1436,283.0,283.0,4481,4.0,1.0,3.0,8.0,Loyal
1439,2112.0,2112.0,9759,1.0,4.0,4.0,9.0,Champions
1441,,,3346,,,2.0,2.0,Hibernating
1443,,,3137,,,2.0,2.0,Hibernating
1444,,,2262,,,1.0,1.0,Hibernating
1451,862.0,862.0,3451,3.0,2.0,2.0,7.0,Loyal
1454,220.0,220.0,6028,4.0,1.0,4.0,9.0,Champions
1455,,,2270,,,1.0,1.0,Hibernating
1458,1651.0,1651.0,9143,1.0,4.0,4.0,9.0,Champions
1459,895.0,895.0,1120,3.0,2.0,1.0,6.0,Potential Loyalist
1461,,,3481,,,2.0,2.0,Hibernating
1462,1103.0,1103.0,4408,2.0,3.0,3.0,8.0,Loyal
1468,,,4895,,,4.0,4.0,At Risk
1471,1494.0,1494.0,1814,2.0,3.0,1.0,6.0,Potential Loyalist
1473,,,770,,,1.0,1.0,Hibernating
1474,,,4399,,,3.0,3.0,At Risk
1477,646.0,646.0,1994,3.0,2.0,1.0,6.0,Potential Loyalist
1479,155.0,155.0,2554,4.0,1.0,2.0,7.0,Loyal
1481,62.0,62.0,3129,4.0,1.0,2.0,7.0,Loyal
1493,736.0,736.0,6851,3.0,2.0,4.0,9.0,Champions
1496,368.0,368.0,6000,4.0,1.0,4.0,9.0,Champions
1497,,,3700,,,2.0,2.0,Hibernating
1498,,,2503,,,2.0,2.0,Hibernating
1501,1096.0,1096.0,1131,2.0,3.0,1.0,6.0,Potential Loyalist
1509,863.0,863.0,4600,3.0,2.0,3.0,8.0,Loyal
1510,1864.0,1864.0,3203,1.0,4.0,2.0,7.0,Loyal
1513,,,4495,,,3.0,3.0,At Risk
1516,32.0,32.0,4543,4.0,1.0,3.0,8.0,Loyal
1517,,,1725,,,1.0,1.0,Hibernating
1520,1103.0,1103.0,759,2.0,3.0,1.0,6.0,Potential Loyalist
1526,,,3135,,,2.0,2.0,Hibernating
1531,,,4616,,,3.0,3.0,At Risk
1534,1410.0,1410.0,3964,2.0,3.0,3.0,8.0,Loyal
1535,893.0,893.0,3289,3.0,2.0,2.0,7.0,Loyal
1537,2080.0,2080.0,1885,1.0,4.0,1.0,6.0,Potential Loyalist
1541,,,1441,,,1.0,1.0,Hibernating
1544,,,4726,,,4.0,4.0,At Risk
1553,,,8177,,,4.0,4.0,At Risk
1559,287.0,287.0,5189,4.0,1.0,4.0,9.0,Champions
1560,,,3446,,,2.0,2.0,Hibernating
1564,,,5000,,,4.0,4.0,At Risk
1565,335.0,335.0,1790,4.0,1.0,1.0,6.0,Potential Loyalist
1569,859.0,859.0,6453,3.0,2.0,4.0,9.0,Champions
1574,1683.0,1683.0,1234,1.0,4.0,1.0,6.0,Potential Loyalist
1580,1473.0,1473.0,8736,2.0,3.0,4.0,9.0,Champions
1589,,,1760,,,1.0,1.0,Hibernating
1592,825.0,825.0,787,3.0,2.0,1.0,6.0,Potential Loyalist
1593,,,4519,,,3.0,3.0,At Risk
1596,,,1698,,,1.0,1.0,Hibernating
1598,337.0,337.0,3348,4.0,1.0,2.0,7.0,Loyal
1600,,,4648,,,3.0,3.0,At Risk
1602,,,3661,,,2.0,2.0,Hibernating
1607,731.0,731.0,3308,3.0,2.0,2.0,7.0,Loyal
1612,2112.0,2112.0,1984,1.0,4.0,1.0,6.0,Potential Loyalist
1615,,,4130,,,3.0,3.0,At Risk
1621,,,4803,,,4.0,4.0,At Risk
1622,,,1324,,,1.0,1.0,Hibernating
1625,1828.0,1828.0,8144,1.0,4.0,4.0,9.0,Champions
1630,2168.0,2168.0,3948,1.0,4.0,3.0,8.0,Loyal
1636,2163.0,2163.0,3581,1.0,4.0,2.0,7.0,Loyal
1637,678.0,678.0,9008,3.0,2.0,4.0,9.0,Champions
1647,,,4282,,,3.0,3.0,At Risk
1650,,,2319,,,1.0,1.0,Hibernating
1653,255.0,255.0,677,4.0,1.0,1.0,6.0,Potential Loyalist
1658,255.0,255.0,2834,4.0,1.0,2.0,7.0,Loyal
1661,1772.0,1772.0,1849,1.0,4.0,1.0,6.0,Potential Loyalist
1663,462.0,462.0,5655,4.0,1.0,4.0,9.0,Champions
1682,1685.0,1685.0,3486,1.0,4.0,2.0,7.0,Loyal
1687,129.0,129.0,3545,4.0,1.0,2.0,7.0,Loyal
1690,,,1783,,,1.0,1.0,Hibernating
1698,647.0,647.0,7751,3.0,2.0,4.0,9.0,Champions
1703,,,4352,,,3.0,3.0,At Risk
1708,,,4457,,,3.0,3.0,At Risk
1712,767.0,767.0,4641,3.0,2.0,3.0,8.0,Loyal
1715,1404.0,1404.0,2603,2.0,3.0,2.0,7.0,Loyal
1717,1985.0,1985.0,1848,1.0,4.0,1.0,6.0,Potential Loyalist
1719,,,3789,,,3.0,3.0,At Risk
1721,248.0,248.0,6108,4.0,1.0,4.0,9.0,Champions
1722,,,2665,,,2.0,2.0,Hibernating
1723,,,1154,,,1.0,1.0,Hibernating
1725,,,1665,,,1.0,1.0,Hibernating
1732,,,1227,,,1.0,1.0,Hibernating
1733,,,3503,,,2.0,2.0,Hibernating
1734,,,1513,,,1.0,1.0,Hibernating
1738,,,687,,,1.0,1.0,Hibernating
1742,98.0,98.0,3699,4.0,1.0,2.0,7.0,Loyal
1743,,,3082,,,2.0,2.0,Hibernating
1745,,,2350,,,2.0,2.0,Hibernating
1746,399.0,399.0,2699,4.0,1.0,2.0,7.0,Loyal
1748,,,4827,,,4.0,4.0,At Risk
1750,,,4159,,,3.0,3.0,At Risk
1751,,,3952,,,3.0,3.0,At Risk
1756,,,3256,,,2.0,2.0,Hibernating
1758,,,2701,,,2.0,2.0,Hibernating
1762,498.0,498.0,4380,3.0,2.0,3.0,8.0,Loyal
1766,,,1801,,,1.0,1.0,Hibernating
1772,742.0,742.0,4891,3.0,2.0,4.0,9.0,Champions
1775,,,4402,,,3.0,3.0,At Risk
1781,,,4433,,,3.0,3.0,At Risk
1782,,,4893,,,4.0,4.0,At Risk
1783,1219.0,1219.0,3520,2.0,3.0,2.0,7.0,Loyal
1784,,,1862,,,1.0,1.0,Hibernating
1785,1595.0,1595.0,10041,1.0,4.0,4.0,9.0,Champions
1789,280.0,280.0,3267,4.0,1.0,2.0,7.0,Loyal
1790,42.0,42.0,3299,4.0,1.0,2.0,7.0,Loyal
1793,,,4524,,,3.0,3.0,At Risk
1794,1.0,1.0,2875,4.0,1.0,2.0,7.0,Loyal
1795,887.0,887.0,2109,3.0,2.0,1.0,6.0,Potential Loyalist
1796,366.0,366.0,4099,4.0,1.0,3.0,8.0,Loyal
1800,,,4500,,,3.0,3.0,At Risk
1809,,,4781,,,4.0,4.0,At Risk
1813,,,3368,,,2.0,2.0,Hibernating
1815,620.0,620.0,11239,3.0,2.0,4.0,9.0,Champions
1819,,,1657,,,1.0,1.0,Hibernating
1822,11.0,11.0,1254,4.0,1.0,1.0,6.0,Potential Loyalist
1827,1492.0,1492.0,791,2.0,3.0,1.0,6.0,Potential Loyalist
1828,,,1661,,,1.0,1.0,Hibernating
1829,,,4859,,,4.0,4.0,At Risk
1830,,,726,,,1.0,1.0,Hibernating
1833,93.0,93.0,3848,4.0,1.0,3.0,8.0,Loyal
1835,,,4565,,,3.0,3.0,At Risk
1836,,,5339,,,4.0,4.0,At Risk
1839,915.0,915.0,2715,3.0,2.0,2.0,7.0,Loyal
1841,,,6326,,,4.0,4.0,At Risk
1843,,,3484,,,2.0,2.0,Hibernating
1845,1591.0,1591.0,3492,1.0,4.0,2.0,7.0,Loyal
1846,2140.0,2140.0,8750,1.0,4.0,4.0,9.0,Champions
1847,1559.0,1559.0,4434,2.0,3.0,3.0,8.0,Loyal
1853,,,4821,,,4.0,4.0,At Risk
1854,1260.0,1260.0,8198,2.0,3.0,4.0,9.0,Champions
1859,1070.0,1070.0,3622,2.0,3.0,2.0,7.0,Loyal
1860,,,4503,,,3.0,3.0,At Risk
1861,2052.0,2052.0,3998,1.0,4.0,3.0,8.0,Loyal
1866,,,3431,,,2.0,2.0,Hibernating
1867,,,4267,,,3.0,3.0,At Risk
1868,,,4863,,,4.0,4.0,At Risk
1869,1831.0,1831.0,4553,1.0,4.0,3.0,8.0,Loyal
1872,1678.0,1678.0,4915,1.0,4.0,4.0,9.0,Champions
1874,429.0,429.0,8000,4.0,1.0,4.0,9.0,Champions
1877,591.0,591.0,1003,3.0,2.0,1.0,6.0,Potential Loyalist
1879,1526.0,1526.0,1292,2.0,3.0,1.0,6.0,Potential Loyalist
1881,128.0,128.0,745,4.0,1.0,1.0,6.0,Potential Loyalist
1890,1432.0,1432.0,4569,2.0,3.0,3.0,8.0,Loyal
1895,,,3408,,,2.0,2.0,Hibernating
1897,,,1702,,,1.0,1.0,Hibernating
1898,1404.0,1404.0,4374,2.0,3.0,3.0,8.0,Loyal
1899,2021.0,2021.0,1144,1.0,4.0,1.0,6.0,Potential Loyalist
1900,493.0,493.0,10867,3.0,2.0,4.0,9.0,Champions
1905,1647.0,1647.0,7367,1.0,4.0,4.0,9.0,Champions
1907,642.0,642.0,3409,3.0,2.0,2.0,7.0,Loyal
1908,1497.0,1497.0,8386,2.0,3.0,4.0,9.0,Champions
1909,1067.0,1067.0,2331,2.0,3.0,1.0,6.0,Potential Loyalist
1910,1988.0,1988.0,760,1.0,4.0,1.0,6.0,Potential Loyalist
1916,406.0,406.0,1211,4.0,1.0,1.0,6.0,Potential Loyalist
1918,,,6730,,,4.0,4.0,At Risk
1919,1376.0,1376.0,3413,2.0,3.0,2.0,7.0,Loyal
1922,2051.0,2051.0,4573,1.0,4.0,3.0,8.0,Loyal
1923,,,1851,,,1.0,1.0,Hibernating
1924,369.0,369.0,4453,4.0,1.0,3.0,8.0,Loyal
1927,550.0,550.0,6588,3.0,2.0,4.0,9.0,Champions
1930,1194.0,1194.0,6515,2.0,3.0,4.0,9.0,Champions
1931,,,3586,,,2.0,2.0,Hibernating
1933,550.0,550.0,10871,3.0,2.0,4.0,9.0,Champions
1936,,,3824,,,3.0,3.0,At Risk
1939,,,1653,,,1.0,1.0,Hibernating
1942,1249.0,1249.0,4477,2.0,3.0,3.0,8.0,Loyal
1944,94.0,94.0,4702,4.0,1.0,3.0,8.0,Loyal
1947,680.0,680.0,7531,3.0,2.0,4.0,9.0,Champions
1949,71.0,71.0,6331,4.0,1.0,4.0,9.0,Champions
1950,2080.0,2080.0,2178,1.0,4.0,1.0,6.0,Potential Loyalist
1951,,,2204,,,1.0,1.0,Hibernating
1953,,,4349,,,3.0,3.0,At Risk
1955,287.0,287.0,2687,4.0,1.0,2.0,7.0,Loyal
1956,,,4239,,,3.0,3.0,At Risk
1959,,,4401,,,3.0,3.0,At Risk
1960,,,2662,,,2.0,2.0,Hibernating
1961,558.0,558.0,4211,3.0,2.0,3.0,8.0,Loyal
1962,,,9157,,,4.0,4.0,At Risk
1964,770.0,770.0,3531,3.0,2.0,2.0,7.0,Loyal
1965,1013.0,1013.0,2944,3.0,2.0,2.0,7.0,Loyal
1967,1708.0,1708.0,1552,1.0,4.0,1.0,6.0,Potential Loyalist
1969,,,1439,,,1.0,1.0,Hibernating
1970,,,3126,,,2.0,2.0,Hibernating
1973,133.0,133.0,4569,4.0,1.0,3.0,8.0,Loyal
1980,376.0,376.0,3943,4.0,1.0,3.0,8.0,Loyal
1981,,,1805,,,1.0,1.0,Hibernating
1982,315.0,315.0,1853,4.0,1.0,1.0,6.0,Potential Loyalist
1983,,,2250,,,1.0,1.0,Hibernating
1985,1321.0,1321.0,3543,2.0,3.0,2.0,7.0,Loyal
1986,,,4381,,,3.0,3.0,At Risk
1994,2162.0,2162.0,7652,1.0,4.0,4.0,9.0,Champions
1996,,,1024,,,1.0,1.0,Hibernating
1997,490.0,490.0,2273,4.0,1.0,1.0,6.0,Potential Loyalist
1998,,,4388,,,3.0,3.0,At Risk
1999,,,3024,,,2.0,2.0,Hibernating
2000,1374.0,1374.0,1108,2.0,3.0,1.0,6.0,Potential Loyalist
2001,1925.0,1925.0,4513,1.0,4.0,3.0,8.0,Loyal
2006,,,8652,,,4.0,4.0,At Risk
2007,,,4573,,,3.0,3.0,At Risk
2008,1652.0,1652.0,4604,1.0,4.0,3.0,8.0,Loyal
2010,2135.0,2135.0,3137,1.0,4.0,2.0,7.0,Loyal
2011,405.0,405.0,4613,4.0,1.0,3.0,8.0,Loyal
2012,,,4555,,,3.0,3.0,At Risk
2013,1404.0,1404.0,10477,2.0,3.0,4.0,9.0,Champions
2014,,,7915,,,4.0,4.0,At Risk
2015,,,4249,,,3.0,3.0,At Risk
2016,,,4418,,,3.0,3.0,At Risk
2017,,,2161,,,1.0,1.0,Hibernating
2022,1129.0,1129.0,3978,2.0,3.0,3.0,8.0,Loyal
2023,,,2176,,,1.0,1.0,Hibernating
2026,,,3159,,,2.0,2.0,Hibernating
2033,737.0,737.0,6943,3.0,2.0,4.0,9.0,Champions
2035,256.0,256.0,3833,4.0,1.0,3.0,8.0,Loyal
2036,155.0,155.0,9254,4.0,1.0,4.0,9.0,Champions
2037,,,2611,,,2.0,2.0,Hibernating
2038,641.0,641.0,7625,3.0,2.0,4.0,9.0,Champions
2043,1442.0,1442.0,4524,2.0,3.0,3.0,8.0,Loyal
2047,796.0,796.0,4081,3.0,2.0,3.0,8.0,Loyal
2048,277.0,277.0,7861,4.0,1.0,4.0,9.0,Champions
2049,768.0,768.0,1273,3.0,2.0,1.0,6.0,Potential Loyalist
2050,225.0,225.0,869,4.0,1.0,1.0,6.0,Potential Loyalist
2051,,,7428,,,4.0,4.0,At Risk
2052,1740.0,1740.0,8996,1.0,4.0,4.0,9.0,Champions
